Gender,Car_Owner,Property_Owner,Children,Annual_Income,Type_Income,Education,Marital_Status,Housing_Type,Age,Employed_Year,Work_Phone,Phone,Email_Id,Type_Occupation,Family_Members,Label
F,N,N,3,171000.0,Working,Secondary,Married,House,38.0,10.0,1,1,0,High skill tech staff,5,0
F,N,N,0,112500.0,Working,Secondary,Separated,House,34.0,1.0,0,0,0,Core staff,1,0
M,Y,Y,0,360000.0,Commercial associate,Incomplete higher,Married,House,55.0,2.0,0,0,0,Managers,2,0
M,N,Y,2,157500.0,Working,Secondary,Married,House,42.0,4.0,0,0,0,Laborers,4,0
F,N,N,0,112500.0,Pensioner,Secondary,Married,House,53.0,-0.0,0,0,0,Others,2,0
F,N,N,0,315000.0,Working,Secondary,Separated,House,49.0,6.0,0,0,1,Core staff,1,0
F,N,Y,0,135000.0,Working,Higher education,Single,House,25.0,4.0,0,0,0,Managers,1,0
M,N,N,3,180000.0,Working,Secondary,Married,House,39.0,10.0,0,0,0,Laborers,5,0
F,N,N,0,180000.0,State servant,Incomplete higher,Married,House,29.0,9.0,0,0,0,Core staff,2,0
F,N,Y,0,135000.0,Pensioner,Incomplete higher,Separated,House,56.0,-0.0,0,0,0,Others,1,0
M,N,N,1,225000.0,Working,Higher education,Married,House,38.0,18.0,0,0,0,Core staff,3,0
F,N,Y,0,225000.0,Pensioner,Secondary,Married,House,58.0,-0.0,0,0,0,Others,2,0
F,N,Y,0,135000.0,Working,Secondary,Married,House,54.0,12.0,0,0,0,Low-skill Laborers,2,0
M,Y,N,0,292500.0,Working,Secondary,Single,House,39.0,5.0,0,1,0,Drivers,1,0
F,N,N,2,180000.0,Working,Secondary,Married,House,32.0,1.0,1,0,0,Managers,4,0
F,N,Y,0,274500.0,Commercial associate,Secondary,Married,House,57.0,19.0,0,0,0,High skill tech staff,2,0
F,N,Y,0,225000.0,Working,Secondary,Single,House,49.0,5.0,0,0,0,Core staff,1,0
M,Y,N,0,180000.0,Working,Secondary,Married,House,42.0,9.0,1,1,0,Laborers,2,0
M,Y,N,2,225000.0,Commercial associate,Secondary,Married,House,41.0,11.0,0,0,0,Others,4,0
M,N,N,0,360000.0,Commercial associate,Higher education,Married,House,56.0,5.0,0,1,0,Managers,2,0
F,N,Y,0,126000.0,Pensioner,Secondary,Widow,House,67.0,-0.0,0,0,0,Others,1,0
M,N,N,0,180000.0,Working,Secondary,Married,House,28.0,5.0,0,1,0,Drivers,2,0
F,N,Y,2,54000.0,Working,Higher education,Married,House,31.0,13.0,1,0,0,Cleaning staff,4,0
F,N,N,1,76500.0,Working,Higher education,Married,House,44.0,3.0,1,1,0,Sales staff,3,0
M,N,Y,0,247500.0,Working,Secondary,Married,House,48.0,7.0,0,0,0,Laborers,2,0
F,N,Y,1,112500.0,State servant,Incomplete higher,Civil marriage,House,30.0,10.0,0,1,0,Secretaries,3,0
F,N,Y,0,81000.0,Pensioner,Secondary,Married,House,58.0,-0.0,0,0,0,Others,2,0
M,Y,N,0,135000.0,Commercial associate,Secondary,Married,House,30.0,7.0,1,0,0,Laborers,2,0
F,N,Y,0,135000.0,Working,Secondary,Married,House,37.0,3.0,1,1,0,Core staff,2,0
F,Y,Y,0,99000.0,Working,Secondary,Married,House,58.0,7.0,0,0,0,Others,2,0
M,N,N,1,202500.0,Working,Secondary,Separated,House,23.0,3.0,1,1,0,Laborers,2,0
F,N,Y,2,58500.0,Working,Higher education,Married,House,39.0,17.0,0,0,0,Core staff,4,0
F,N,Y,0,135000.0,Commercial associate,Secondary,Married,House,59.0,2.0,0,0,0,Laborers,2,0
F,N,Y,0,135000.0,Working,Secondary,Single,House,34.0,2.0,0,0,1,Laborers,1,0
F,N,N,0,180000.0,Working,Secondary,Married,House,42.0,7.0,0,0,0,Sales staff,2,0
F,N,Y,0,112500.0,State servant,Secondary,Married,House,48.0,11.0,0,0,1,Medicine staff,2,0
F,Y,Y,0,144000.0,Working,Secondary,Married,House,37.0,6.0,0,0,0,Core staff,2,0
M,N,Y,0,112500.0,Commercial associate,Higher education,Married,House,60.0,3.0,1,0,1,Managers,2,0
M,Y,Y,0,135000.0,Commercial associate,Secondary,Married,House,53.0,10.0,0,0,0,Managers,2,0
F,N,Y,0,81000.0,Working,Secondary,Single,House,53.0,7.0,0,1,0,Others,1,0
M,Y,Y,1,144000.0,Working,Secondary,Married,House,24.0,3.0,0,0,1,Drivers,3,0
F,N,Y,0,292500.0,Pensioner,Secondary,Single,House,62.0,-0.0,0,0,0,Others,1,0
F,N,Y,1,157500.0,Working,Secondary,Married,House,48.0,4.0,1,1,0,Sales staff,3,0
M,Y,Y,0,315000.0,Working,Higher education,Married,House,51.0,8.0,0,0,0,Drivers,2,0
F,N,N,0,135000.0,Working,Secondary,Married,House,43.0,2.0,0,0,0,Sales staff,2,0
M,Y,Y,0,202500.0,Commercial associate,Secondary,Married,Rented apartment,29.0,8.0,0,0,0,Others,2,0
F,Y,Y,1,180000.0,Commercial associate,Secondary,Single,House,32.0,4.0,0,0,0,Private service staff,2,0
F,N,Y,0,112500.0,Working,Higher education,Married,House,34.0,11.0,0,0,0,Accountants,2,0
F,N,Y,1,112500.0,Working,Higher education,Married,House,38.0,7.0,0,1,0,Sales staff,3,0
M,N,N,1,270000.0,Commercial associate,Secondary,Married,House,38.0,15.0,1,1,0,Drivers,3,0
M,Y,N,0,292500.0,Commercial associate,Higher education,Single,House,39.0,11.0,1,1,0,Laborers,1,0
F,N,Y,0,180000.0,Working,Secondary,Married,House,49.0,16.0,0,1,0,Laborers,2,0
F,N,Y,2,115200.0,Commercial associate,Secondary,Married,House,41.0,2.0,0,0,0,Laborers,4,0
F,Y,N,0,56250.0,Pensioner,Secondary,Married,House,59.0,-0.0,0,0,0,Others,2,0
M,Y,Y,1,180000.0,Commercial associate,Higher education,Married,House,42.0,5.0,0,0,1,Others,3,0
F,N,Y,0,157500.0,Commercial associate,Secondary,Married,House,46.0,4.0,0,0,1,Sales staff,2,0
M,Y,Y,1,202500.0,Working,Secondary,Married,House,28.0,1.0,1,0,0,Others,3,0
F,Y,Y,1,135000.0,Working,Secondary,Married,House,41.0,5.0,0,1,0,Sales staff,3,0
F,N,Y,0,202500.0,Commercial associate,Secondary,Married,House,44.0,16.0,0,0,0,Managers,2,0
F,N,Y,0,157500.0,Pensioner,Secondary,Widow,House,67.0,-0.0,0,1,0,Others,1,0
M,N,Y,1,225000.0,Working,Secondary,Married,House,45.0,5.0,0,0,0,Drivers,3,0
M,Y,Y,0,202500.0,Working,Secondary,Single,House,50.0,9.0,0,0,0,Others,1,0
F,N,Y,0,157500.0,Pensioner,Secondary,Separated,House,62.0,-0.0,0,0,0,Others,1,0
F,N,Y,0,270000.0,Working,Higher education,Married,House,26.0,1.0,0,0,1,Laborers,2,0
F,N,Y,1,157500.0,Working,Secondary,Separated,Municipal apartment,37.0,2.0,0,0,0,Sales staff,2,0
F,N,Y,0,360000.0,Pensioner,Higher education,Married,House,63.0,-0.0,0,1,0,Others,2,0
F,Y,Y,0,90000.0,Pensioner,Secondary,Married,House,59.0,-0.0,0,0,0,Others,2,0
F,N,Y,0,90000.0,Pensioner,Secondary,Married,House,59.0,-0.0,0,0,0,Others,2,0
M,Y,Y,0,135000.0,Pensioner,Secondary,Married,House,68.0,-0.0,0,0,0,Others,2,0
F,N,Y,0,112500.0,Working,Secondary,Single,House,44.0,4.0,0,1,0,High skill tech staff,1,0
M,Y,N,0,225000.0,Working,Secondary,Single,House,26.0,1.0,0,0,0,Core staff,1,0
M,Y,Y,0,225000.0,Commercial associate,Higher education,Single,House,33.0,3.0,0,0,1,Others,1,0
F,N,Y,0,202500.0,State servant,Secondary,Single,House,64.0,15.0,0,0,0,Medicine staff,1,0
F,N,Y,0,202500.0,Commercial associate,Higher education,Married,House,27.0,1.0,0,0,0,Others,2,0
M,Y,N,2,225000.0,State servant,Higher education,Married,With parents,30.0,5.0,0,0,0,High skill tech staff,4,0
F,Y,N,0,108000.0,Working,Secondary,Married,With parents,34.0,9.0,1,0,0,Others,2,0
F,N,Y,0,225000.0,Working,Secondary,Widow,House,53.0,6.0,0,0,0,Sales staff,1,0
F,Y,Y,0,180000.0,Commercial associate,Secondary,Married,House,43.0,4.0,0,1,0,Laborers,2,0
M,N,Y,1,135000.0,Working,Secondary,Married,House,52.0,5.0,1,1,0,Laborers,3,0
F,N,Y,0,112500.0,Pensioner,Secondary,Married,House,58.0,-0.0,0,0,0,Others,2,0
F,Y,N,0,90000.0,Working,Higher education,Single,House,44.0,16.0,1,1,0,Core staff,1,0
M,N,Y,0,90000.0,Commercial associate,Secondary,Civil marriage,House,46.0,2.0,1,0,0,Low-skill Laborers,2,0
F,Y,N,0,72000.0,Working,Secondary,Married,House,42.0,1.0,1,1,0,Medicine staff,2,0
F,Y,Y,0,135000.0,Working,Lower secondary,Married,House,45.0,2.0,0,1,0,High skill tech staff,2,0
M,N,N,1,360000.0,Working,Higher education,Married,House,31.0,2.0,1,1,0,Managers,3,0
F,Y,N,0,135000.0,Working,Secondary,Married,House,53.0,19.0,1,1,0,Cleaning staff,2,0
M,Y,Y,1,225000.0,State servant,Higher education,Married,House,35.0,7.0,0,1,0,Core staff,3,0
F,N,Y,0,135000.0,Working,Higher education,Single,House,25.0,4.0,0,0,0,Managers,1,0
F,N,Y,0,81000.0,Pensioner,Secondary,Married,House,59.0,-0.0,0,0,0,Others,2,0
F,Y,Y,0,90000.0,Working,Secondary,Married,House,37.0,15.0,0,0,0,Laborers,2,0
F,N,Y,0,360000.0,Commercial associate,Secondary,Single,House,51.0,7.0,0,0,0,Accountants,1,0
M,N,Y,0,225000.0,State servant,Higher education,Married,House,25.0,1.0,0,0,0,Others,2,0
F,N,Y,0,202500.0,Working,Secondary,Married,House,54.0,18.0,0,0,0,High skill tech staff,2,0
F,N,N,0,202500.0,Working,Secondary,Separated,House,47.0,12.0,0,0,0,Laborers,1,0
F,Y,N,0,95850.0,Commercial associate,Secondary,Married,House,52.0,19.0,1,0,0,Laborers,2,0
F,N,Y,0,112500.0,Working,Higher education,Married,With parents,26.0,3.0,0,0,0,Core staff,2,0
F,N,Y,0,126000.0,Commercial associate,Secondary,Civil marriage,Municipal apartment,29.0,6.0,1,1,0,Laborers,2,0
F,N,Y,0,99000.0,Working,Secondary,Married,House,43.0,3.0,0,0,0,Sales staff,2,0
F,N,Y,0,112500.0,Working,Incomplete higher,Civil marriage,House,26.0,5.0,0,0,0,Others,2,0
F,N,Y,1,180000.0,Commercial associate,Secondary,Married,House,45.0,17.0,0,1,0,Laborers,3,0
M,N,N,0,225000.0,Working,Higher education,Single,House,28.0,5.0,1,0,0,Others,1,0
M,Y,Y,0,225000.0,Working,Secondary,Single,House,28.0,1.0,0,0,1,Managers,1,0
F,N,Y,0,180000.0,Pensioner,Secondary,Married,House,64.0,-0.0,0,0,0,Others,2,0
F,Y,Y,1,135000.0,Commercial associate,Incomplete higher,Civil marriage,House,32.0,2.0,0,1,0,Others,3,0
F,Y,Y,2,315000.0,State servant,Secondary,Married,House,34.0,4.0,0,0,0,Managers,4,0
F,N,Y,0,45000.0,Pensioner,Secondary,Married,House,57.0,-0.0,0,1,0,Others,2,0
F,Y,N,0,185400.0,Commercial associate,Secondary,Married,House,41.0,9.0,0,0,0,Laborers,2,0
F,N,N,0,76500.0,Working,Secondary,Married,House,47.0,1.0,1,0,0,Others,2,0
F,Y,N,1,225000.0,Working,Higher education,Civil marriage,House,38.0,3.0,1,1,0,Core staff,3,0
F,N,Y,0,126000.0,Working,Higher education,Married,House,28.0,2.0,0,1,1,Core staff,2,0
F,N,N,0,135000.0,Pensioner,Secondary,Married,House,63.0,-0.0,0,0,0,Others,2,0
F,N,Y,1,90000.0,Working,Secondary,Married,House,45.0,11.0,0,0,1,Sales staff,3,0
M,N,Y,1,157500.0,Working,Secondary,Civil marriage,House,56.0,15.0,0,0,0,Laborers,3,0
F,N,Y,0,180000.0,Pensioner,Higher education,Married,House,56.0,-0.0,0,1,0,Others,2,0
M,Y,Y,1,270000.0,Pensioner,Secondary,Married,House,43.0,-0.0,0,0,0,Others,3,0
F,N,N,0,135000.0,Working,Secondary,Married,House,47.0,16.0,0,1,0,Others,2,0
F,N,N,0,103500.0,Working,Higher education,Married,House,44.0,19.0,1,1,0,Others,2,0
F,N,Y,0,130500.0,Working,Secondary,Married,House,38.0,16.0,0,0,0,Core staff,2,0
F,N,Y,0,90000.0,Working,Secondary,Married,House,55.0,1.0,0,0,0,Medicine staff,2,0
M,Y,N,2,112500.0,Working,Higher education,Married,House,41.0,1.0,0,0,0,Drivers,4,0
F,N,Y,0,157500.0,Pensioner,Secondary,Married,House,65.0,-0.0,0,0,0,Others,2,0
M,N,Y,0,67500.0,Pensioner,Secondary,Separated,House,62.0,-0.0,0,1,0,Others,1,0
F,Y,Y,1,189000.0,Working,Lower secondary,Married,House,45.0,3.0,0,0,1,Core staff,3,0
F,N,Y,0,135000.0,Working,Secondary,Married,House,50.0,15.0,0,0,0,Cleaning staff,2,0
M,Y,Y,0,135000.0,Commercial associate,Higher education,Civil marriage,House,49.0,2.0,0,0,0,Core staff,2,0
F,Y,Y,0,166500.0,Working,Secondary,Married,House,34.0,9.0,0,0,0,Laborers,2,0
F,N,Y,0,90000.0,Pensioner,Secondary,Married,House,61.0,-0.0,0,0,0,Others,2,0
M,Y,N,0,337500.0,State servant,Higher education,Married,With parents,29.0,5.0,1,1,0,Managers,2,0
F,Y,Y,2,157500.0,Working,Secondary,Married,House,42.0,19.0,0,0,0,High skill tech staff,4,0
F,N,N,0,112500.0,Pensioner,Secondary,Married,House,66.0,-0.0,0,0,0,Others,2,0
M,Y,N,2,180000.0,Commercial associate,Higher education,Married,House,44.0,8.0,0,0,0,Managers,4,0
F,Y,Y,1,112500.0,Working,Higher education,Married,House,25.0,2.0,0,0,0,Managers,3,0
F,N,Y,0,135000.0,Working,Secondary,Married,House,37.0,3.0,1,1,0,Core staff,2,0
F,N,N,0,135000.0,Working,Secondary,Married,House,39.0,6.0,0,1,0,Others,2,0
F,N,N,0,135000.0,Commercial associate,Higher education,Married,With parents,43.0,2.0,0,0,1,Core staff,2,0
F,N,N,0,126000.0,Commercial associate,Secondary,Married,House,46.0,16.0,1,0,0,Managers,2,0
F,Y,Y,0,247500.0,Commercial associate,Higher education,Married,House,40.0,6.0,0,1,1,Others,2,0
F,N,Y,2,184500.0,Working,Secondary,Married,House,28.0,5.0,1,1,0,Sales staff,4,0
F,N,Y,0,165600.0,Pensioner,Secondary,Widow,House,59.0,-0.0,0,1,0,Others,1,0
M,Y,Y,0,315000.0,Working,Higher education,Married,House,51.0,8.0,0,0,0,Drivers,2,0
F,N,N,0,112500.0,Pensioner,Secondary,Single,House,58.0,-0.0,0,0,0,Others,1,0
M,Y,N,0,112500.0,Working,Secondary,Civil marriage,House,28.0,6.0,0,1,0,Others,2,0
M,N,Y,0,202500.0,Commercial associate,Secondary,Single,Rented apartment,52.0,5.0,0,0,0,Others,1,0
F,N,Y,0,72000.0,Pensioner,Secondary,Married,House,60.0,-0.0,0,0,0,Others,2,0
F,N,Y,0,202500.0,Commercial associate,Secondary,Married,House,58.0,5.0,0,0,0,Medicine staff,2,0
M,Y,Y,1,112500.0,Working,Higher education,Married,House,33.0,2.0,0,0,1,Accountants,3,0
F,N,Y,0,157500.0,Working,Secondary,Married,House,40.0,13.0,1,1,0,Laborers,2,0
F,N,N,1,112500.0,Working,Secondary,Widow,House,55.0,4.0,0,0,0,Others,2,0
F,N,Y,1,270000.0,State servant,Secondary,Married,House,40.0,7.0,0,0,0,Medicine staff,3,0
M,N,Y,0,270000.0,Commercial associate,Secondary,Single,House,41.0,17.0,0,0,0,Laborers,1,0
M,Y,N,2,247500.0,Working,Secondary,Married,House,51.0,16.0,1,0,0,Laborers,4,0
M,Y,Y,0,360000.0,Pensioner,Secondary,Married,House,58.0,-0.0,0,0,1,Others,2,0
F,N,Y,0,189000.0,Pensioner,Higher education,Separated,House,63.0,-0.0,0,0,0,Others,1,0
F,Y,Y,1,157500.0,State servant,Secondary,Married,House,38.0,10.0,0,0,0,Laborers,3,0
F,N,Y,0,157500.0,State servant,Higher education,Married,House,42.0,11.0,0,1,0,Managers,2,0
F,N,Y,0,130500.0,Working,Secondary,Married,House,38.0,16.0,0,0,0,Core staff,2,0
F,N,Y,1,135000.0,Pensioner,Secondary,Civil marriage,House,53.0,-0.0,0,0,0,Others,3,0
F,Y,Y,0,90000.0,Pensioner,Secondary,Married,House,59.0,-0.0,0,0,0,Others,2,0
F,N,N,0,67500.0,Commercial associate,Secondary,Civil marriage,House,52.0,1.0,0,0,0,Laborers,2,0
F,N,Y,0,135000.0,Commercial associate,Secondary,Married,House,43.0,5.0,0,0,0,Waiters,2,0
M,Y,Y,0,247500.0,Working,Secondary,Married,House,43.0,4.0,1,1,0,Drivers,2,0
F,Y,Y,0,135000.0,Working,Higher education,Married,House,34.0,11.0,0,0,0,Managers,2,0
F,N,Y,0,126000.0,Pensioner,Secondary,Married,House,57.0,-0.0,0,0,0,Others,2,0
F,N,N,0,180000.0,Working,Incomplete higher,Widow,House,54.0,6.0,1,1,0,Core staff,1,0
F,N,N,0,112500.0,Pensioner,Secondary,Separated,Municipal apartment,60.0,-0.0,0,0,0,Others,1,0
F,N,Y,0,247500.0,Commercial associate,Higher education,Married,House,33.0,9.0,0,0,0,Sales staff,2,0
F,N,Y,0,112500.0,Pensioner,Secondary,Widow,House,64.0,-0.0,0,0,0,Others,1,0
M,Y,Y,0,315000.0,Working,Higher education,Married,House,51.0,8.0,0,0,0,Drivers,2,0
F,N,Y,0,67500.0,Pensioner,Lower secondary,Single,House,61.0,-0.0,0,0,0,Others,1,0
M,Y,Y,0,337500.0,Working,Higher education,Married,With parents,30.0,4.0,0,0,0,Laborers,2,0
F,N,Y,1,337500.0,Working,Secondary,Married,House,36.0,10.0,0,0,1,Core staff,3,0
F,N,Y,0,112500.0,Pensioner,Secondary,Widow,House,61.0,-0.0,0,0,0,Others,1,0
F,N,N,1,157500.0,Commercial associate,Higher education,Married,House,31.0,5.0,0,0,0,High skill tech staff,3,0
M,Y,N,2,135000.0,State servant,Secondary,Married,House,39.0,18.0,1,1,0,Core staff,4,0
F,N,N,0,180000.0,Working,Secondary,Married,Municipal apartment,33.0,1.0,1,1,0,Sales staff,2,0
M,N,Y,1,135000.0,Working,Secondary,Married,House,38.0,9.0,1,1,0,Security staff,3,0
F,N,N,0,180000.0,Commercial associate,Secondary,Single,House,32.0,7.0,0,0,0,Others,1,0
F,Y,N,0,202500.0,Working,Higher education,Married,House,26.0,1.0,0,0,0,Accountants,2,0
M,Y,Y,0,180000.0,Working,Higher education,Married,With parents,31.0,5.0,0,0,0,Laborers,2,0
F,Y,Y,0,112500.0,Working,Higher education,Married,House,32.0,7.0,0,0,1,Accountants,2,0
M,Y,Y,0,135000.0,Pensioner,Secondary,Married,House,68.0,-0.0,0,0,0,Others,2,0
F,N,N,0,81000.0,Working,Secondary,Single,House,49.0,2.0,1,1,0,Private service staff,1,0
M,N,N,0,270000.0,Working,Secondary,Married,With parents,33.0,2.0,1,1,0,Laborers,2,0
F,N,Y,0,247500.0,Commercial associate,Secondary,Married,House,34.0,8.0,0,1,0,Laborers,2,0
M,Y,Y,3,202500.0,Working,Secondary,Married,House,37.0,11.0,0,1,0,Others,5,0
F,N,Y,0,225000.0,State servant,Secondary,Married,House,55.0,7.0,0,0,0,Private service staff,2,0
F,N,N,2,157500.0,State servant,Higher education,Married,House,35.0,15.0,0,0,0,Medicine staff,4,0
F,N,Y,0,135000.0,Working,Secondary,Single,House,63.0,12.0,1,1,0,Secretaries,1,0
M,Y,N,1,247500.0,Working,Higher education,Married,House,26.0,1.0,1,0,1,Others,3,0
F,N,Y,0,180000.0,Working,Secondary,Married,House,38.0,9.0,0,0,0,Laborers,2,0
M,Y,Y,0,67500.0,Pensioner,Secondary,Married,House,63.0,-0.0,0,0,0,Others,2,0
F,N,N,2,130500.0,Working,Secondary,Married,House,43.0,10.0,0,0,0,Sales staff,4,0
F,N,N,0,99000.0,Commercial associate,Secondary,Single,House,45.0,2.0,1,0,0,Core staff,1,0
M,N,Y,1,112500.0,State servant,Secondary,Married,House,39.0,1.0,0,0,0,Laborers,3,0
F,Y,Y,0,247500.0,Working,Secondary,Single,With parents,33.0,1.0,0,0,0,Sales staff,1,0
M,Y,Y,1,180000.0,Commercial associate,Secondary,Married,House,44.0,6.0,0,1,0,High skill tech staff,3,0
F,N,N,0,225000.0,Pensioner,Secondary,Married,House,56.0,-0.0,0,1,0,Others,2,0
M,Y,Y,0,247500.0,Working,Higher education,Married,House,36.0,8.0,0,0,0,Managers,2,0
F,N,Y,0,171000.0,Working,Higher education,Married,House,51.0,11.0,0,0,0,High skill tech staff,2,0
F,Y,Y,2,180000.0,Commercial associate,Higher education,Married,House,33.0,8.0,0,1,1,Others,4,0
M,Y,N,0,337500.0,Working,Secondary,Married,House,40.0,3.0,0,1,0,Drivers,2,0
F,N,Y,0,315000.0,Commercial associate,Secondary,Married,House,40.0,7.0,0,0,0,Others,2,0
F,N,Y,0,247500.0,Working,Secondary,Married,House,31.0,7.0,1,1,0,Laborers,2,0
F,N,Y,0,180000.0,Pensioner,Secondary,Married,House,60.0,-0.0,0,0,0,Others,2,0
M,Y,Y,0,83250.0,Working,Secondary,Married,House,57.0,18.0,1,1,1,Others,2,0
M,N,Y,1,202500.0,Commercial associate,Secondary,Married,House,41.0,1.0,0,1,0,Security staff,3,0
M,Y,Y,0,135000.0,Working,Lower secondary,Married,With parents,28.0,6.0,0,0,1,Laborers,2,0
M,Y,N,0,225000.0,Commercial associate,Secondary,Single,House,48.0,8.0,0,0,0,Managers,1,0
M,N,Y,1,157500.0,Working,Secondary,Married,House,35.0,2.0,0,0,0,Sales staff,3,0
M,Y,Y,1,270000.0,Commercial associate,Secondary,Married,House,34.0,3.0,0,0,0,Laborers,3,0
F,Y,Y,2,216000.0,Working,Higher education,Married,House,35.0,14.0,0,0,0,Core staff,4,0
M,N,Y,0,114750.0,Pensioner,Secondary,Separated,House,59.0,-0.0,0,0,0,Others,1,0
F,N,Y,2,99000.0,Commercial associate,Higher education,Married,House,35.0,2.0,0,1,0,Accountants,4,0
F,N,Y,0,47250.0,Pensioner,Secondary,Married,Municipal apartment,59.0,-0.0,0,1,0,Others,2,0
F,N,N,0,49500.0,Pensioner,Secondary,Married,House,66.0,-0.0,0,0,0,Others,2,0
F,N,Y,0,135000.0,Working,Secondary,Single,House,49.0,6.0,1,0,0,Laborers,1,0
F,Y,Y,1,225000.0,Commercial associate,Higher education,Married,House,47.0,3.0,1,1,0,Managers,3,0
M,N,Y,0,225000.0,Working,Secondary,Married,House,59.0,5.0,0,0,0,Laborers,2,0
M,N,Y,0,90000.0,Pensioner,Secondary,Married,House,66.0,-0.0,0,0,0,Others,2,0
F,N,N,0,180000.0,Commercial associate,Secondary,Single,House,32.0,7.0,0,0,0,Others,1,0
F,N,Y,0,103500.0,Pensioner,Secondary,Widow,House,66.0,-0.0,0,1,0,Others,1,0
F,Y,Y,0,135000.0,Commercial associate,Secondary,Married,House,34.0,5.0,1,0,0,Core staff,2,0
F,Y,Y,0,225000.0,Pensioner,Secondary,Married,House,63.0,-0.0,0,0,0,Others,2,0
M,N,Y,1,112500.0,Working,Secondary,Married,House,51.0,15.0,0,0,0,Laborers,3,0
F,N,N,0,270000.0,Working,Secondary,Married,House,46.0,2.0,1,0,0,Managers,2,0
F,Y,Y,1,270000.0,Working,Secondary,Married,House,39.0,9.0,0,0,0,Laborers,3,0
M,N,N,0,202500.0,State servant,Higher education,Married,House,35.0,14.0,0,0,0,Core staff,2,0
M,Y,N,0,180000.0,Commercial associate,Secondary,Married,Municipal apartment,27.0,9.0,1,0,0,Others,2,0
M,N,Y,0,180000.0,Working,Lower secondary,Civil marriage,House,36.0,6.0,0,0,0,Managers,2,0
F,Y,N,1,108000.0,Commercial associate,Higher education,Married,House,45.0,2.0,1,0,0,Sales staff,3,0
F,Y,N,0,225000.0,Working,Secondary,Married,House,57.0,3.0,0,1,0,Sales staff,2,0
M,Y,Y,0,157500.0,Working,Secondary,Married,House,28.0,3.0,0,0,0,Drivers,2,0
M,N,Y,0,225000.0,Commercial associate,Secondary,Single,House,26.0,4.0,0,0,1,Laborers,1,0
F,N,N,0,216000.0,Pensioner,Secondary,Married,House,63.0,-0.0,0,0,0,Others,2,0
F,N,Y,0,112500.0,Pensioner,Secondary,Married,House,67.0,-0.0,0,0,0,Others,2,0
F,N,Y,1,135000.0,Commercial associate,Incomplete higher,Married,House,29.0,8.0,1,1,0,Managers,3,0
F,N,Y,0,157500.0,Pensioner,Secondary,Single,House,63.0,-0.0,0,1,0,Others,1,0
F,N,N,0,45000.0,State servant,Secondary,Married,House,39.0,15.0,1,1,0,Medicine staff,2,0
M,Y,N,0,157500.0,Working,Higher education,Married,House,43.0,2.0,0,0,0,Others,2,0
M,N,Y,1,198000.0,Commercial associate,Incomplete higher,Single,House,27.0,1.0,0,0,0,Managers,2,0
F,N,N,0,234000.0,State servant,Higher education,Civil marriage,House,61.0,15.0,0,0,1,Core staff,2,0
F,Y,Y,0,157500.0,Working,Secondary,Married,House,42.0,2.0,0,0,0,Laborers,2,0
F,N,Y,3,207000.0,Commercial associate,Secondary,Widow,House,42.0,2.0,1,1,0,Others,4,0
F,N,N,0,198000.0,Pensioner,Secondary,Widow,House,61.0,-0.0,0,1,0,Others,1,0
F,Y,Y,0,157500.0,Pensioner,Secondary,Widow,House,56.0,-0.0,0,0,0,Others,1,0
F,Y,Y,0,180000.0,Working,Secondary,Married,House,36.0,5.0,0,0,0,Laborers,2,0
F,N,Y,0,216000.0,Pensioner,Higher education,Single,House,56.0,-0.0,0,0,0,Others,1,0
F,N,N,0,112500.0,Working,Secondary,Married,House,29.0,7.0,0,0,0,Laborers,2,0
F,N,N,0,94500.0,Working,Higher education,Married,House,25.0,3.0,0,0,0,Others,2,0
F,N,N,0,69750.0,Pensioner,Secondary,Widow,Municipal apartment,61.0,-0.0,0,1,0,Others,1,0
F,N,N,1,103500.0,Working,Secondary,Married,House,33.0,4.0,0,0,0,Sales staff,3,0
M,Y,Y,1,157500.0,Working,Secondary,Married,House,38.0,9.0,0,0,0,Laborers,3,0
F,N,Y,0,112500.0,Working,Higher education,Married,House,32.0,3.0,1,0,0,Core staff,2,0
F,N,N,0,67500.0,Working,Secondary,Married,With parents,45.0,8.0,1,1,0,Cooking staff,2,0
F,N,Y,3,112500.0,Working,Secondary,Married,House,36.0,11.0,0,0,0,Core staff,5,0
M,N,Y,0,157500.0,Working,Incomplete higher,Married,House,38.0,2.0,1,1,0,Others,2,0
M,N,Y,0,270000.0,Working,Higher education,Married,House,33.0,7.0,0,0,0,Laborers,2,0
M,N,Y,1,135000.0,Working,Secondary,Married,House,52.0,5.0,1,1,0,Laborers,3,0
M,Y,Y,0,112500.0,Working,Secondary,Single,House,25.0,1.0,1,0,0,Laborers,1,0
F,Y,Y,1,126000.0,Working,Higher education,Married,House,26.0,1.0,0,0,0,Others,3,0
F,Y,Y,0,175500.0,Pensioner,Higher education,Married,House,61.0,-0.0,0,1,0,Others,2,0
M,N,N,1,148500.0,Working,Secondary,Married,House,38.0,1.0,0,0,0,Laborers,3,0
F,Y,N,0,126000.0,State servant,Incomplete higher,Single,House,33.0,15.0,1,0,0,Core staff,1,0
F,Y,Y,3,180000.0,Working,Secondary,Married,Municipal apartment,35.0,17.0,0,1,0,Medicine staff,5,0
M,Y,Y,0,225000.0,Commercial associate,Higher education,Single,With parents,30.0,6.0,0,1,0,Sales staff,1,0
M,N,Y,1,126000.0,Commercial associate,Secondary,Civil marriage,House,35.0,6.0,0,0,0,Others,3,0
